S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,Nivel_agua,Nivel_total
1524.06774,1524.69318,1530.2146,1538.59934,1552.5392,1553.25899,1531.07142,1539.36289,1544.83728,1550.60464,1545.36222,1108.0,1682.0
1524.06788,1524.69261,1530.21365,1538.59901,1552.53923,1553.25836,1531.07154,1539.36288,1544.83871,1550.60641,1545.36178,1108.0,1682.0
1524.068,1524.69216,1530.21403,1538.59957,1552.53917,1553.25868,1531.07202,1539.36335,1544.83975,1550.60631,1545.36268,1108.0,1682.0
1524.06838,1524.69317,1530.2134,1538.59981,1552.53916,1553.25933,1531.07195,1539.36282,1544.83948,1550.60583,1545.3622,1108.0,1682.0
1524.06845,1524.69183,1530.21299,1538.60025,1552.53869,1553.25896,1531.07139,1539.36291,1544.83955,1550.60673,1545.3627,1108.0,1682.0
1524.06873,1524.693,1530.21341,1538.59975,1552.53882,1553.2587,1531.07232,1539.36347,1544.84219,1550.60614,1545.36218,1108.0,1682.0
1524.06816,1524.69294,1530.21392,1538.6001,1552.53817,1553.25963,1531.07117,1539.36403,1544.8412,1550.60641,1545.36292,1108.0,1682.0
1524.06884,1524.69268,1530.21349,1538.59932,1552.53874,1553.25912,1531.07118,1539.36321,1544.84228,1550.60461,1545.36231,1108.0,1682.0
1524.06822,1524.69298,1530.21385,1538.5996,1552.53855,1553.25834,1531.07193,1539.36314,1544.84167,1550.60603,1545.36155,1108.0,1682.0
1524.069,1524.69306,1530.21425,1538.59991,1552.53899,1553.25961,1531.07143,1539.36271,1544.84173,1550.60678,1545.36269,1108.0,1682.0
1524.06818,1524.69288,1530.21415,1538.60025,1552.53857,1553.25895,1531.07089,1539.36269,1544.84332,1550.60785,1545.36262,1108.0,1682.0
1524.06833,1524.6927,1530.21402,1538.59923,1552.53834,1553.25951,1531.07148,1539.36317,1544.84235,1550.605,1545.36033,1108.0,1682.0
1524.06712,1524.69302,1530.21323,1538.59974,1552.53836,1553.25896,1531.07099,1539.36364,1544.84266,1550.60605,1545.36249,1108.0,1682.0
1524.06753,1524.69231,1530.21392,1538.59961,1552.53875,1553.2592,1531.07122,1539.36343,1544.84174,1550.60623,1545.362,1108.0,1682.0
1524.06728,1524.69321,1530.21385,1538.59948,1552.53827,1553.25871,1531.07132,1539.36343,1544.84339,1550.6067,1545.36296,1108.0,1682.0
1524.06788,1524.69296,1530.21324,1538.60005,1552.53853,1553.25843,1531.07137,1539.36344,1544.84382,1550.60722,1545.36249,1108.0,1682.0
1524.06789,1524.69275,1530.21351,1538.59969,1552.53926,1553.25864,1531.07169,1539.36321,1544.84578,1550.60641,1545.36275,1108.0,1682.0
1524.06735,1524.69307,1530.21342,1538.59938,1552.53881,1553.2578,1531.07165,1539.36311,1544.84402,1550.60467,1545.36181,1108.0,1682.0
1524.0677,1524.69347,1530.21342,1538.59977,1552.53896,1553.25914,1531.07139,1539.36374,1544.84133,1550.60517,1545.36212,1108.0,1682.0
1524.06781,1524.69308,1530.21373,1538.60012,1552.53856,1553.25912,1531.07154,1539.36287,1544.84177,1550.60601,1545.36184,1108.0,1682.0
1524.06759,1524.69313,1530.21291,1538.59895,1552.53813,1553.25976,1531.07162,1539.36293,1544.84194,1550.60678,1545.3624,1108.0,1682.0
1524.06754,1524.69222,1530.21401,1538.59887,1552.53891,1553.25926,1531.07178,1539.36301,1544.83813,1550.60525,1545.36252,1108.0,1682.0
1524.06771,1524.69405,1530.21335,1538.59966,1552.53792,1553.25963,1531.07105,1539.36341,1544.83778,1550.60619,1545.36192,1108.0,1682.0
1524.06795,1524.69293,1530.21272,1538.59995,1552.53834,1553.25954,1531.07103,1539.36266,1544.83514,1550.604,1545.3621,1108.0,1682.0
1524.0679,1524.69335,1530.21382,1538.60005,1552.53987,1553.25906,1531.07113,1539.3633,1544.84313,1550.60556,1545.36232,1108.0,1682.0
1524.06749,1524.69285,1530.21332,1538.5993,1552.53813,1553.25938,1531.07199,1539.3631,1544.83328,1550.60501,1545.36185,1108.0,1682.0
1524.06763,1524.69254,1530.21341,1538.59943,1552.53846,1553.2597,1531.07182,1539.36322,1544.83329,1550.60577,1545.36274,1108.0,1682.0
1524.06789,1524.69335,1530.21296,1538.59968,1552.53895,1553.25891,1531.07156,1539.3635,1544.83491,1550.605,1545.36245,1108.0,1682.0
1524.06777,1524.69379,1530.21246,1538.59944,1552.53892,1553.25912,1531.07168,1539.36307,1544.83548,1550.60638,1545.3624,1108.0,1682.0
1524.0671,1524.69314,1530.21378,1538.59965,1552.53912,1553.25886,1531.07158,1539.36314,1544.83665,1550.60536,1545.36257,1108.0,1682.0
1524.06778,1524.69397,1530.21322,1538.599,1552.5387,1553.25901,1531.07206,1539.36309,1544.83474,1550.60543,1545.36235,1108.0,1682.0
1524.06804,1524.69347,1530.21306,1538.59968,1552.53903,1553.25941,1531.0721,1539.3631,1544.8404,1550.60533,1545.3623,1108.0,1682.0
1524.06842,1524.69351,1530.21343,1538.59966,1552.53826,1553.25923,1531.07222,1539.36275,1544.83575,1550.60457,1545.36182,1108.0,1682.0
1524.06817,1524.69337,1530.21424,1538.60047,1552.53867,1553.25948,1531.07183,1539.36276,1544.83684,1550.60584,1545.36259,1108.0,1682.0
1524.06868,1524.69364,1530.21509,1538.59961,1552.53892,1553.2588,1531.0723,1539.36247,1544.83585,1550.60472,1545.36301,1108.0,1682.0
1524.06844,1524.69385,1530.21412,1538.5996,1552.5384,1553.25903,1531.07112,1539.36289,1544.83651,1550.60571,1545.36241,1108.0,1682.0
1524.06824,1524.69377,1530.21443,1538.59887,1552.5384,1553.25974,1531.07168,1539.36264,1544.83767,1550.60377,1545.3621,1108.0,1682.0
1524.06807,1524.69306,1530.21392,1538.60004,1552.53874,1553.25964,1531.07225,1539.36289,1544.84054,1550.60653,1545.36332,1108.0,1682.0
1524.06807,1524.69346,1530.21406,1538.6,1552.53913,1553.25897,1531.07136,1539.36464,1544.83754,1550.60583,1545.36149,1108.0,1682.0
1524.06835,1524.6939,1530.21493,1538.59997,1552.53889,1553.25878,1531.07178,1539.36344,1544.84034,1550.60465,1545.3626,1108.0,1682.0
1524.06818,1524.69379,1530.2138,1538.60021,1552.53753,1553.25944,1531.072,1539.36326,1544.83913,1550.60571,1545.36257,1108.0,1682.0
1524.06928,1524.69418,1530.21384,1538.59954,1552.53852,1553.25943,1531.07214,1539.36317,1544.84053,1550.60595,1545.36134,1108.0,1682.0
1524.06888,1524.69384,1530.21396,1538.5998,1552.53852,1553.25958,1531.07203,1539.36293,1544.83934,1550.60607,1545.36249,1108.0,1682.0
1524.06846,1524.69362,1530.21383,1538.60013,1552.53848,1553.25978,1531.07142,1539.36293,1544.84116,1550.60596,1545.36264,1108.0,1682.0
1524.06799,1524.69351,1530.21382,1538.59958,1552.53948,1553.26015,1531.07177,1539.36315,1544.842,1550.60415,1545.36199,1108.0,1682.0
1524.06853,1524.69346,1530.21428,1538.59996,1552.53884,1553.25881,1531.07141,1539.36472,1544.84378,1550.60565,1545.36152,1108.0,1682.0
1524.06788,1524.69381,1530.21443,1538.60021,1552.53894,1553.25872,1531.07187,1539.363,1544.84042,1550.60608,1545.36302,1108.0,1682.0
1524.06803,1524.69326,1530.21405,1538.59984,1552.53833,1553.2588,1531.07194,1539.36404,1544.84186,1550.60565,1545.36213,1108.0,1682.0
1524.06795,1524.69444,1530.21446,1538.59969,1552.53889,1553.25955,1531.07223,1539.36269,1544.84169,1550.60538,1545.36269,1108.0,1682.0
1524.06839,1524.69416,1530.21441,1538.59958,1552.5389,1553.25934,1531.07278,1539.36251,1544.8395,1550.60483,1545.36214,1108.0,1682.0
1524.06854,1524.694,1530.21412,1538.60074,1552.53864,1553.25861,1531.07118,1539.36347,1544.84292,1550.60521,1545.36259,1108.0,1682.0
1524.06846,1524.69422,1530.21484,1538.60038,1552.53902,1553.25939,1531.07196,1539.3631,1544.84426,1550.60473,1545.3621,1108.0,1682.0
1524.06804,1524.69457,1530.21417,1538.60052,1552.53918,1553.25961,1531.07209,1539.36311,1544.84313,1550.60582,1545.3621,1108.0,1682.0
1524.0682,1524.694,1530.21383,1538.60005,1552.53906,1553.25931,1531.07129,1539.36336,1544.84392,1550.60589,1545.36196,1108.0,1682.0
1524.06797,1524.69376,1530.2141,1538.59959,1552.53991,1553.25903,1531.07223,1539.36335,1544.84326,1550.60472,1545.36234,1108.0,1682.0
1524.06873,1524.69447,1530.21433,1538.59937,1552.53901,1553.25908,1531.07153,1539.36353,1544.84446,1550.60585,1545.3621,1108.0,1682.0
1524.06854,1524.6942,1530.21436,1538.59991,1552.53895,1553.25956,1531.07175,1539.36364,1544.84289,1550.60588,1545.3627,1108.0,1682.0
1524.06865,1524.69447,1530.21456,1538.59989,1552.53849,1553.25937,1531.07144,1539.36329,1544.83834,1550.60586,1545.36238,1108.0,1682.0
1524.06936,1524.694,1530.21424,1538.60061,1552.53871,1553.25942,1531.07171,1539.36331,1544.84113,1550.60557,1545.36135,1108.0,1682.0
1524.06924,1524.6941,1530.21377,1538.60011,1552.5389,1553.25837,1531.07165,1539.36319,1544.8425,1550.60488,1545.3632,1108.0,1682.0
1524.06942,1524.69393,1530.21467,1538.59993,1552.53898,1553.25944,1531.07223,1539.36311,1544.84417,1550.6045,1545.36193,1108.0,1682.0
1524.06882,1524.69424,1530.21432,1538.59917,1552.53849,1553.25888,1531.07177,1539.36339,1544.84203,1550.60525,1545.36196,1108.0,1682.0
1524.06866,1524.6946,1530.21414,1538.60014,1552.53849,1553.25906,1531.07256,1539.36317,1544.84243,1550.60586,1545.36267,1108.0,1682.0
1524.0684,1524.69508,1530.21383,1538.59979,1552.53971,1553.25981,1531.07177,1539.36335,1544.84254,1550.60467,1545.36195,1108.0,1682.0
1524.06922,1524.69493,1530.21461,1538.60019,1552.53946,1553.25956,1531.07176,1539.36332,1544.84096,1550.60448,1545.3621,1108.0,1682.0
1524.06861,1524.6946,1530.21447,1538.59966,1552.53846,1553.25952,1531.0725,1539.36265,1544.8399,1550.60487,1545.36259,1108.0,1682.0
1524.06853,1524.69466,1530.2142,1538.60038,1552.53934,1553.25977,1531.07173,1539.36386,1544.83975,1550.605,1545.36222,1108.0,1682.0
1524.06929,1524.69459,1530.21464,1538.59963,1552.53808,1553.2589,1531.07174,1539.36333,1544.84233,1550.60549,1545.36252,1108.0,1682.0
1524.06861,1524.69495,1530.21382,1538.60012,1552.53921,1553.25939,1531.07169,1539.36293,1544.83767,1550.60422,1545.36297,1108.0,1682.0
1524.06843,1524.69446,1530.21484,1538.5994,1552.53949,1553.26048,1531.07228,1539.36315,1544.84033,1550.60513,1545.36297,1108.0,1682.0
1524.06894,1524.69467,1530.21441,1538.59994,1552.53923,1553.25987,1531.07249,1539.36293,1544.83725,1550.60561,1545.36223,1108.0,1682.0
1524.06898,1524.69503,1530.21465,1538.59889,1552.53981,1553.25984,1531.0729,1539.36299,1544.83837,1550.60597,1545.36198,1108.0,1682.0
1524.06912,1524.69522,1530.21416,1538.59863,1552.53944,1553.25943,1531.07234,1539.36415,1544.83865,1550.60456,1545.36243,1108.0,1682.0
1524.06908,1524.69528,1530.21459,1538.60067,1552.5394,1553.25939,1531.07173,1539.36397,1544.83539,1550.60453,1545.36269,1108.0,1682.0
1524.06907,1524.69494,1530.21458,1538.60038,1552.53903,1553.26018,1531.0725,1539.36354,1544.83551,1550.60518,1545.36203,1108.0,1682.0
1524.06854,1524.6956,1530.21408,1538.60064,1552.53922,1553.25946,1531.07285,1539.36334,1544.8368,1550.60633,1545.36224,1108.0,1682.0
1524.06883,1524.69531,1530.21446,1538.60067,1552.53964,1553.25878,1531.07184,1539.3634,1544.83558,1550.6042,1545.3623,1108.0,1682.0
1524.0684,1524.69578,1530.21405,1538.60035,1552.5387,1553.25978,1531.07269,1539.36267,1544.83583,1550.60466,1545.36198,1108.0,1682.0
1524.069,1524.69475,1530.21405,1538.60006,1552.53922,1553.25992,1531.07244,1539.36415,1544.83709,1550.60601,1545.36172,1108.0,1682.0
1524.06919,1524.69541,1530.21368,1538.59997,1552.53891,1553.25993,1531.07188,1539.36318,1544.83665,1550.60604,1545.36204,1108.0,1682.0
1524.06856,1524.6953,1530.21399,1538.59979,1552.53893,1553.25931,1531.07235,1539.36263,1544.83708,1550.6063,1545.36286,1108.0,1682.0
1524.06883,1524.69573,1530.21424,1538.59953,1552.53924,1553.25942,1531.0723,1539.36325,1544.83685,1550.60538,1545.3624,1108.0,1682.0
1524.06896,1524.69516,1530.21451,1538.60027,1552.53902,1553.26013,1531.07264,1539.36339,1544.83743,1550.60556,1545.36184,1108.0,1682.0
1524.06901,1524.69559,1530.21429,1538.60032,1552.53937,1553.25965,1531.07227,1539.36425,1544.83886,1550.60446,1545.3629,1108.0,1682.0
1524.06943,1524.69576,1530.21426,1538.60006,1552.53897,1553.26,1531.07197,1539.36302,1544.83828,1550.60577,1545.36232,1108.0,1682.0
1524.06868,1524.69595,1530.21396,1538.60059,1552.53959,1553.25972,1531.07223,1539.36338,1544.83958,1550.60533,1545.36342,1108.0,1682.0
1524.06855,1524.6956,1530.21427,1538.60025,1552.5393,1553.25913,1531.0723,1539.36372,1544.83918,1550.60563,1545.36313,1108.0,1682.0
1524.06988,1524.69605,1530.21408,1538.60042,1552.53915,1553.25959,1531.07213,1539.36346,1544.83975,1550.60483,1545.36263,1108.0,1682.0
1524.06882,1524.69646,1530.21487,1538.60025,1552.53941,1553.25976,1531.07259,1539.36393,1544.83915,1550.6056,1545.36216,1108.0,1682.0
1524.06916,1524.69643,1530.21451,1538.59995,1552.53896,1553.25938,1531.07206,1539.36363,1544.84037,1550.60539,1545.36232,1108.0,1682.0
1524.06899,1524.69626,1530.21408,1538.6004,1552.53925,1553.25967,1531.07292,1539.36358,1544.8404,1550.60469,1545.36198,1108.0,1682.0
1524.06888,1524.69606,1530.21479,1538.60062,1552.53856,1553.26015,1531.07286,1539.36332,1544.84227,1550.60526,1545.36256,1108.0,1682.0
1524.06961,1524.69602,1530.21484,1538.60026,1552.53942,1553.2599,1531.07262,1539.3636,1544.84226,1550.60493,1545.36331,1108.0,1682.0
1524.06966,1524.69559,1530.21479,1538.6009,1552.53924,1553.25907,1531.07219,1539.3634,1544.84279,1550.60625,1545.36286,1108.0,1682.0
1524.07469,1524.70045,1530.22024,1538.60247,1552.53466,1553.25313,1531.07282,1539.36557,1544.85266,1550.60934,1545.40035,825.0,1393.0
1524.07487,1524.70171,1530.21979,1538.6022,1552.53397,1553.25455,1531.07349,1539.36582,1544.84515,1550.60911,1545.39951,825.0,1393.0
1524.07401,1524.70155,1530.21968,1538.60313,1552.53444,1553.25365,1531.07356,1539.36601,1544.85075,1550.60733,1545.39921,825.0,1393.0
1524.07457,1524.70147,1530.21902,1538.60252,1552.53436,1553.25467,1531.0737,1539.36496,1544.85092,1550.61006,1545.40026,825.0,1393.0
1524.07433,1524.7022,1530.21944,1538.60254,1552.53436,1553.25392,1531.07336,1539.36652,1544.85075,1550.60898,1545.39916,825.0,1393.0
1524.0739,1524.70164,1530.21965,1538.60238,1552.53395,1553.25448,1531.07371,1539.36538,1544.85262,1550.60969,1545.39943,825.0,1393.0
1524.0749,1524.70159,1530.21993,1538.60254,1552.53352,1553.25457,1531.07365,1539.36645,1544.84732,1550.60938,1545.39971,825.0,1393.0
1524.0748,1524.70205,1530.21929,1538.60176,1552.53382,1553.25402,1531.07342,1539.36625,1544.84736,1550.60953,1545.39976,825.0,1393.0
1524.07354,1524.70211,1530.21896,1538.6018,1552.53384,1553.254,1531.07368,1539.36665,1544.84724,1550.60924,1545.39934,825.0,1393.0
1524.07547,1524.70223,1530.21861,1538.60212,1552.53341,1553.25418,1531.073,1539.36549,1544.85089,1550.60872,1545.39845,825.0,1393.0
1524.07506,1524.70353,1530.21849,1538.60179,1552.53333,1553.25387,1531.07325,1539.36557,1544.85089,1550.60916,1545.39944,825.0,1393.0
1524.07496,1524.70127,1530.21956,1538.60172,1552.53347,1553.25371,1531.0728,1539.36595,1544.85168,1550.60908,1545.39972,825.0,1393.0
1524.07398,1524.70215,1530.21957,1538.60115,1552.53346,1553.25352,1531.07365,1539.3661,1544.85222,1550.60893,1545.39933,825.0,1393.0
1524.07464,1524.70185,1530.21953,1538.60143,1552.53353,1553.25401,1531.0728,1539.36513,1544.85252,1550.60883,1545.39947,825.0,1393.0
1524.07429,1524.7027,1530.21904,1538.60223,1552.53288,1553.25409,1531.07316,1539.3666,1544.8508,1550.60902,1545.39933,825.0,1393.0
1524.07461,1524.70212,1530.2196,1538.60119,1552.53351,1553.25378,1531.07403,1539.36607,1544.8511,1550.60969,1545.39893,825.0,1393.0
1524.0745,1524.70265,1530.21875,1538.60117,1552.53337,1553.25361,1531.07334,1539.36626,1544.85118,1550.60917,1545.39874,825.0,1393.0
1524.0747,1524.7024,1530.21936,1538.60168,1552.53388,1553.25369,1531.07314,1539.36553,1544.85143,1550.60841,1545.39935,825.0,1393.0
1524.07413,1524.70183,1530.21934,1538.60208,1552.53358,1553.25365,1531.07333,1539.366,1544.85148,1550.60934,1545.39875,825.0,1393.0
1524.07434,1524.70235,1530.21933,1538.60253,1552.53302,1553.2533,1531.07331,1539.36579,1544.85321,1550.60865,1545.39941,825.0,1393.0
1524.07491,1524.70301,1530.21934,1538.60246,1552.53324,1553.25417,1531.07351,1539.36605,1544.85377,1550.60958,1545.39868,825.0,1393.0
1524.07444,1524.70249,1530.21964,1538.6021,1552.53343,1553.25309,1531.07343,1539.36599,1544.85483,1550.60919,1545.39897,825.0,1393.0
1524.07417,1524.70242,1530.2194,1538.60265,1552.53295,1553.25316,1531.07327,1539.36576,1544.8538,1550.60875,1545.39784,825.0,1393.0
1524.07489,1524.70241,1530.21954,1538.6025,1552.53347,1553.25347,1531.07326,1539.36534,1544.85479,1550.60923,1545.39932,825.0,1393.0
1524.07385,1524.70236,1530.21961,1538.60228,1552.53301,1553.25373,1531.07244,1539.36594,1544.8548,1550.60865,1545.39852,825.0,1393.0
1524.07413,1524.70286,1530.21963,1538.60179,1552.5335,1553.25374,1531.07408,1539.36524,1544.85292,1550.60912,1545.39858,825.0,1393.0
1524.07357,1524.70261,1530.21962,1538.60267,1552.53282,1553.25378,1531.07362,1539.36574,1544.85421,1550.60812,1545.39906,825.0,1393.0
1524.07481,1524.70256,1530.21973,1538.60314,1552.53301,1553.25317,1531.07387,1539.36522,1544.85078,1550.6104,1545.39872,825.0,1393.0
1524.07418,1524.70236,1530.2197,1538.60264,1552.53271,1553.2531,1531.07292,1539.3656,1544.85202,1550.60899,1545.39793,825.0,1393.0
1524.07486,1524.70291,1530.21983,1538.6024,1552.53349,1553.25353,1531.074,1539.36602,1544.85005,1550.60823,1545.39861,825.0,1393.0
1524.07472,1524.70304,1530.22047,1538.60229,1552.53313,1553.25335,1531.07304,1539.36518,1544.84891,1550.60728,1545.39897,825.0,1393.0
1524.07473,1524.70317,1530.21959,1538.60217,1552.53319,1553.25344,1531.07332,1539.36617,1544.8473,1550.60981,1545.39845,825.0,1393.0
1524.07474,1524.70282,1530.219,1538.60285,1552.53335,1553.25332,1531.07363,1539.36513,1544.84617,1550.61071,1545.39886,825.0,1393.0
1524.0742,1524.70287,1530.21974,1538.60258,1552.53219,1553.25323,1531.07331,1539.36645,1544.84812,1550.60992,1545.39979,825.0,1393.0
1524.07456,1524.70235,1530.21944,1538.60339,1552.53329,1553.25351,1531.07289,1539.36561,1544.85118,1550.60982,1545.39884,825.0,1393.0
1524.0742,1524.70293,1530.21958,1538.60293,1552.53416,1553.25338,1531.07337,1539.3655,1544.85119,1550.60882,1545.4008,825.0,1393.0
1524.07483,1524.70272,1530.22012,1538.60258,1552.5334,1553.25351,1531.07322,1539.36578,1544.85275,1550.60996,1545.39821,825.0,1393.0
1524.07453,1524.70321,1530.2197,1538.60233,1552.53305,1553.25317,1531.07403,1539.36599,1544.85323,1550.60948,1545.39906,825.0,1393.0
1524.07491,1524.70354,1530.22043,1538.60224,1552.53253,1553.25289,1531.07325,1539.36657,1544.85353,1550.60903,1545.39933,825.0,1393.0
1524.07468,1524.70279,1530.21964,1538.60214,1552.53321,1553.253,1531.07333,1539.36498,1544.85305,1550.60925,1545.39846,825.0,1393.0
1524.07452,1524.70396,1530.21954,1538.60303,1552.53264,1553.25344,1531.0734,1539.36595,1544.85355,1550.6103,1545.39884,825.0,1393.0
1524.07445,1524.70367,1530.21922,1538.60354,1552.53197,1553.25273,1531.074,1539.36547,1544.85108,1550.60935,1545.39835,825.0,1393.0
1524.07444,1524.7034,1530.21995,1538.60297,1552.53305,1553.25245,1531.07306,1539.36632,1544.85034,1550.60983,1545.39866,825.0,1393.0
1524.07389,1524.70335,1530.21883,1538.60298,1552.53264,1553.25305,1531.07457,1539.36623,1544.84851,1550.60849,1545.39862,825.0,1393.0
1524.07481,1524.70312,1530.21974,1538.60275,1552.53304,1553.25391,1531.07334,1539.36595,1544.84681,1550.60982,1545.39858,825.0,1393.0
1524.0749,1524.70343,1530.22017,1538.60218,1552.53289,1553.25276,1531.07344,1539.36582,1544.84883,1550.61002,1545.39894,825.0,1393.0
1524.07448,1524.70362,1530.21962,1538.60212,1552.53268,1553.25309,1531.0735,1539.36611,1544.84711,1550.61059,1545.39859,825.0,1393.0
1524.07411,1524.70386,1530.21946,1538.60195,1552.5327,1553.25329,1531.07393,1539.36597,1544.84468,1550.61001,1545.39899,825.0,1393.0
1524.07404,1524.70375,1530.2187,1538.60256,1552.53274,1553.25289,1531.07396,1539.36519,1544.84503,1550.61119,1545.39844,825.0,1393.0
1524.07485,1524.70431,1530.21968,1538.6018,1552.53228,1553.25269,1531.07414,1539.36591,1544.8472,1550.60977,1545.39798,825.0,1393.0
1524.07394,1524.70452,1530.21898,1538.60281,1552.53246,1553.25327,1531.0734,1539.36606,1544.84871,1550.60881,1545.39811,825.0,1393.0
1524.07441,1524.70384,1530.2205,1538.60252,1552.53246,1553.25297,1531.07366,1539.36661,1544.84981,1550.60795,1545.39776,825.0,1393.0
1524.07488,1524.70469,1530.22016,1538.6027,1552.53391,1553.25337,1531.07355,1539.3661,1544.85101,1550.60875,1545.39803,825.0,1393.0
1524.07447,1524.70375,1530.22022,1538.60255,1552.53225,1553.25394,1531.07407,1539.36594,1544.8517,1550.60938,1545.39871,825.0,1393.0
1524.07478,1524.70456,1530.21986,1538.60257,1552.53282,1553.25415,1531.07388,1539.36633,1544.85221,1550.60897,1545.39804,825.0,1393.0
1524.07482,1524.70462,1530.21967,1538.60229,1552.53338,1553.2534,1531.07406,1539.36661,1544.85293,1550.61047,1545.39785,825.0,1393.0
1524.07462,1524.70481,1530.21974,1538.60234,1552.53262,1553.2529,1531.07389,1539.36668,1544.85393,1550.60993,1545.39804,825.0,1393.0
1524.07443,1524.70478,1530.21995,1538.60205,1552.53361,1553.25226,1531.07413,1539.36579,1544.85473,1550.61028,1545.39835,825.0,1393.0
1524.07457,1524.70467,1530.22038,1538.6025,1552.53236,1553.25308,1531.07409,1539.36613,1544.85382,1550.60955,1545.39844,825.0,1393.0
1524.07392,1524.70485,1530.21992,1538.60237,1552.53231,1553.25292,1531.07326,1539.36645,1544.8549,1550.60969,1545.39821,825.0,1393.0
1524.07514,1524.70422,1530.21975,1538.60198,1552.53377,1553.25252,1531.07444,1539.36597,1544.85295,1550.60902,1545.39796,825.0,1393.0
1524.07485,1524.70477,1530.22004,1538.6025,1552.5333,1553.25302,1531.07504,1539.36642,1544.8508,1550.61002,1545.398,825.0,1393.0
1524.07483,1524.70501,1530.22061,1538.60213,1552.53241,1553.25241,1531.07396,1539.3669,1544.85003,1550.61078,1545.39742,825.0,1393.0
1524.07568,1524.70558,1530.22,1538.60145,1552.53239,1553.25235,1531.07377,1539.36616,1544.84778,1550.61068,1545.39708,825.0,1393.0
1524.07499,1524.70499,1530.22026,1538.60232,1552.5325,1553.25232,1531.07473,1539.36609,1544.84675,1550.61078,1545.39838,825.0,1393.0
1524.07533,1524.70545,1530.21995,1538.6027,1552.53268,1553.25234,1531.07335,1539.36625,1544.84736,1550.60938,1545.3988,825.0,1393.0
1524.0753,1524.70529,1530.22069,1538.60251,1552.53237,1553.25279,1531.0738,1539.36668,1544.84575,1550.60965,1545.39775,825.0,1393.0
1524.07512,1524.7051,1530.22049,1538.60221,1552.5321,1553.25284,1531.07364,1539.36669,1544.84659,1550.61067,1545.39759,825.0,1393.0
1524.07489,1524.70472,1530.21997,1538.60287,1552.53325,1553.25244,1531.07386,1539.36746,1544.84548,1550.61016,1545.39792,825.0,1393.0
1524.07496,1524.70487,1530.22029,1538.60288,1552.53242,1553.2524,1531.07388,1539.36672,1544.84617,1550.61084,1545.39814,825.0,1393.0
1524.07502,1524.70519,1530.22014,1538.60358,1552.53324,1553.25233,1531.07305,1539.36575,1544.84556,1550.61006,1545.39807,825.0,1393.0
1524.07486,1524.70425,1530.22043,1538.6025,1552.53195,1553.25305,1531.07358,1539.36628,1544.84743,1550.60984,1545.3973,825.0,1393.0
1524.07532,1524.70468,1530.2203,1538.60282,1552.53186,1553.25304,1531.07323,1539.36591,1544.8459,1550.60909,1545.39915,825.0,1393.0
1524.07511,1524.70463,1530.2208,1538.60334,1552.53323,1553.25272,1531.07398,1539.36592,1544.84859,1550.61,1545.39782,825.0,1393.0
1524.07577,1524.70549,1530.22014,1538.60308,1552.53298,1553.25273,1531.07393,1539.36642,1544.8475,1550.61029,1545.3979,825.0,1393.0
1524.07543,1524.70476,1530.22039,1538.60339,1552.53273,1553.25267,1531.07402,1539.3666,1544.84893,1550.6103,1545.39824,825.0,1393.0
1524.07456,1524.70532,1530.22059,1538.60369,1552.5325,1553.253,1531.07401,1539.36614,1544.85034,1550.60883,1545.39873,825.0,1393.0
1524.07577,1524.70436,1530.22089,1538.60366,1552.53299,1553.25173,1531.07357,1539.36668,1544.84878,1550.60991,1545.39704,825.0,1393.0
1524.07507,1524.70491,1530.21966,1538.60295,1552.53283,1553.25323,1531.07364,1539.3668,1544.84842,1550.61037,1545.39698,825.0,1393.0
1524.07573,1524.70558,1530.22014,1538.60296,1552.53215,1553.25297,1531.07385,1539.36658,1544.84931,1550.61057,1545.39842,825.0,1393.0
1524.07584,1524.70488,1530.22038,1538.60401,1552.53276,1553.25293,1531.07447,1539.36687,1544.84974,1550.61136,1545.39768,825.0,1393.0
1524.07512,1524.70505,1530.22095,1538.60335,1552.53214,1553.2532,1531.07406,1539.36837,1544.84938,1550.61019,1545.39797,825.0,1393.0
1524.07485,1524.70528,1530.22045,1538.6037,1552.53213,1553.25282,1531.07446,1539.36694,1544.85063,1550.61058,1545.39798,825.0,1393.0
1524.07464,1524.70517,1530.22022,1538.60316,1552.53293,1553.253,1531.0743,1539.36648,1544.84754,1550.61024,1545.39659,825.0,1393.0
1524.07544,1524.70525,1530.22043,1538.60322,1552.53181,1553.25314,1531.07392,1539.36707,1544.8499,1550.60996,1545.3977,825.0,1393.0
1524.0753,1524.70543,1530.22073,1538.60321,1552.53261,1553.25285,1531.07413,1539.36671,1544.84889,1550.61196,1545.39745,825.0,1393.0
1524.0754,1524.70463,1530.2204,1538.60298,1552.53249,1553.25329,1531.07399,1539.36685,1544.84833,1550.61108,1545.3974,825.0,1393.0
1524.0753,1524.7043,1530.22066,1538.60295,1552.53129,1553.25325,1531.0732,1539.3663,1544.84648,1550.60975,1545.39824,825.0,1393.0
1524.07575,1524.7046,1530.22076,1538.60341,1552.53177,1553.25282,1531.07399,1539.36664,1544.84897,1550.61068,1545.39749,825.0,1393.0
1524.07516,1524.70455,1530.22103,1538.60313,1552.5319,1553.25287,1531.07376,1539.36645,1544.84849,1550.61008,1545.39801,825.0,1393.0
