S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,Nivel_agua,Nivel_total
1524.09407,1524.66845,1530.24936,1538.64135,1552.56377,1553.28091,1531.00289,1539.25977,1544.75241,1550.42822,1545.13922,257.0,257.0
1524.09476,1524.66905,1530.24947,1538.64185,1552.56289,1553.28002,1531.00361,1539.26023,1544.75182,1550.42839,1545.14012,257.0,257.0
1524.09286,1524.66787,1530.24877,1538.64157,1552.56307,1553.28062,1531.00267,1539.25985,1544.75167,1550.4279,1545.14006,257.0,257.0
1524.0935,1524.66877,1530.24941,1538.64148,1552.56353,1553.28188,1531.00254,1539.25982,1544.75098,1550.42867,1545.14024,257.0,257.0
1524.09435,1524.6684,1530.24904,1538.64137,1552.56336,1553.28,1531.0031,1539.25996,1544.75168,1550.42866,1545.14056,257.0,257.0
1524.09453,1524.66808,1530.2491,1538.64162,1552.56332,1553.2806,1531.0036,1539.25958,1544.75248,1550.42823,1545.14111,257.0,257.0
1524.09437,1524.66807,1530.24965,1538.64136,1552.56154,1553.28077,1531.00311,1539.25977,1544.75199,1550.4285,1545.14114,257.0,257.0
1524.09426,1524.66815,1530.24988,1538.64088,1552.56208,1553.28046,1531.00321,1539.25997,1544.75208,1550.42905,1545.13949,257.0,257.0
1524.09489,1524.66663,1530.24929,1538.6414,1552.56211,1553.2801,1531.00351,1539.2598,1544.75185,1550.42796,1545.13971,257.0,257.0
1524.09487,1524.66746,1530.24889,1538.64154,1552.5626,1553.28067,1531.00262,1539.25991,1544.7526,1550.42824,1545.14029,257.0,257.0
1524.09338,1524.6683,1530.249,1538.64101,1552.56206,1553.28109,1531.00344,1539.25944,1544.75269,1550.42747,1545.14004,257.0,257.0
1524.09399,1524.66777,1530.25009,1538.64153,1552.56276,1553.28048,1531.00454,1539.25971,1544.75261,1550.42798,1545.14089,257.0,257.0
1524.09534,1524.66884,1530.24977,1538.64139,1552.56141,1553.28066,1531.00348,1539.25963,1544.75199,1550.42791,1545.1399,257.0,257.0
1524.09374,1524.66801,1530.24882,1538.64203,1552.56274,1553.28059,1531.00368,1539.26007,1544.75231,1550.42726,1545.1411,257.0,257.0
1524.09336,1524.66794,1530.24914,1538.64166,1552.5629,1553.28085,1531.00379,1539.26111,1544.75106,1550.42784,1545.13974,257.0,257.0
1524.09309,1524.66822,1530.24959,1538.64157,1552.56227,1553.28089,1531.00356,1539.26045,1544.75242,1550.4286,1545.13987,257.0,257.0
1524.09341,1524.66762,1530.24917,1538.6417,1552.56279,1553.28098,1531.00401,1539.26056,1544.75229,1550.42753,1545.14019,257.0,257.0
1524.09257,1524.66836,1530.24902,1538.6419,1552.56278,1553.28151,1531.00393,1539.25996,1544.75116,1550.42911,1545.14063,257.0,257.0
1524.09282,1524.66743,1530.24941,1538.642,1552.56301,1553.28129,1531.00389,1539.26123,1544.75238,1550.42723,1545.13996,257.0,257.0
1524.09358,1524.6665,1530.24995,1538.64106,1552.56324,1553.28122,1531.00383,1539.26078,1544.7524,1550.42901,1545.14035,257.0,257.0
1524.09404,1524.66778,1530.24911,1538.64196,1552.56211,1553.28109,1531.00358,1539.26136,1544.7523,1550.42836,1545.14041,257.0,257.0
1524.09438,1524.66845,1530.25005,1538.64181,1552.56221,1553.28151,1531.00374,1539.26148,1544.75234,1550.42746,1545.14082,257.0,257.0
1524.09364,1524.66736,1530.24933,1538.64214,1552.56247,1553.28142,1531.00383,1539.25992,1544.75292,1550.42671,1545.13996,257.0,257.0
1524.09282,1524.66739,1530.24942,1538.64102,1552.56303,1553.27922,1531.00403,1539.2598,1544.75314,1550.4278,1545.14008,257.0,257.0
1524.0936,1524.66707,1530.2499,1538.64117,1552.5616,1553.28029,1531.00432,1539.26024,1544.75284,1550.4275,1545.13985,257.0,257.0
1524.09289,1524.66683,1530.24957,1538.64161,1552.56226,1553.2811,1531.00404,1539.25983,1544.75207,1550.42718,1545.13976,257.0,257.0
1524.09344,1524.66699,1530.24937,1538.64151,1552.56259,1553.28151,1531.00395,1539.26019,1544.75351,1550.42741,1545.14005,257.0,257.0
1524.09341,1524.66709,1530.24969,1538.64161,1552.56232,1553.27988,1531.00463,1539.26097,1544.75299,1550.4275,1545.13976,257.0,257.0
1524.09288,1524.66727,1530.24885,1538.641,1552.56102,1553.28007,1531.00443,1539.26036,1544.75309,1550.42788,1545.14035,257.0,257.0
1524.09258,1524.66692,1530.24938,1538.64172,1552.5623,1553.28069,1531.00536,1539.26032,1544.75306,1550.42716,1545.14025,257.0,257.0
1524.09332,1524.66695,1530.24932,1538.64205,1552.56272,1553.2801,1531.00482,1539.26026,1544.75255,1550.42746,1545.14023,257.0,257.0
1524.09337,1524.667,1530.25008,1538.64201,1552.56179,1553.2799,1531.00464,1539.26084,1544.75307,1550.4281,1545.14098,257.0,257.0
1524.0936,1524.66715,1530.25005,1538.64178,1552.56278,1553.281,1531.00581,1539.26121,1544.75293,1550.42776,1545.14019,257.0,257.0
1524.09345,1524.66689,1530.25008,1538.64179,1552.56191,1553.27997,1531.00519,1539.2606,1544.75341,1550.42774,1545.1402,257.0,257.0
1524.09322,1524.66676,1530.24904,1538.64167,1552.56203,1553.27994,1531.00514,1539.26044,1544.75202,1550.42883,1545.13984,257.0,257.0
1524.09289,1524.66764,1530.24936,1538.64119,1552.56228,1553.27975,1531.00538,1539.26065,1544.75279,1550.42743,1545.14,257.0,257.0
1524.09384,1524.66598,1530.24907,1538.64179,1552.56192,1553.28068,1531.00508,1539.26057,1544.75271,1550.42681,1545.13943,257.0,257.0
1524.09311,1524.66624,1530.24919,1538.64163,1552.56241,1553.28047,1531.00499,1539.26095,1544.75274,1550.42753,1545.14196,257.0,257.0
1524.09294,1524.66654,1530.2494,1538.64152,1552.5622,1553.28106,1531.00489,1539.26025,1544.75208,1550.42694,1545.13973,257.0,257.0
1524.09294,1524.66569,1530.24953,1538.64155,1552.56202,1553.27958,1531.00566,1539.26089,1544.75293,1550.42725,1545.1399,257.0,257.0
1524.09421,1524.66675,1530.24964,1538.64213,1552.56255,1553.28046,1531.00501,1539.26074,1544.75281,1550.42726,1545.14112,257.0,257.0
1524.09397,1524.66659,1530.24913,1538.64202,1552.56204,1553.28024,1531.00506,1539.26098,1544.75309,1550.42641,1545.14001,257.0,257.0
1524.09396,1524.66623,1530.24972,1538.64186,1552.56135,1553.28008,1531.00529,1539.26105,1544.75214,1550.4273,1545.14038,257.0,257.0
1524.09385,1524.6661,1530.24972,1538.64158,1552.56131,1553.28,1531.00506,1539.25975,1544.75283,1550.42707,1545.14022,257.0,257.0
1524.09251,1524.6667,1530.24996,1538.64177,1552.56124,1553.28032,1531.00591,1539.26026,1544.75296,1550.42659,1545.14062,257.0,257.0
1524.09423,1524.66696,1530.24926,1538.64182,1552.56189,1553.27986,1531.00495,1539.26035,1544.75157,1550.42678,1545.1413,257.0,257.0
1524.0945,1524.66566,1530.24996,1538.64189,1552.56201,1553.28031,1531.00572,1539.26072,1544.75172,1550.42638,1545.13937,257.0,257.0
1524.09325,1524.66575,1530.24885,1538.64172,1552.56201,1553.28016,1531.00564,1539.26023,1544.75247,1550.42661,1545.14048,257.0,257.0
1524.09385,1524.66608,1530.24938,1538.64144,1552.56188,1553.28033,1531.00536,1539.26137,1544.75294,1550.42664,1545.13978,257.0,257.0
1524.09334,1524.66642,1530.24957,1538.64211,1552.56189,1553.28066,1531.00603,1539.26207,1544.7521,1550.42707,1545.14088,257.0,257.0
1524.09324,1524.66608,1530.24979,1538.64187,1552.56223,1553.2803,1531.0061,1539.26079,1544.75226,1550.427,1545.13945,257.0,257.0
1524.09417,1524.6664,1530.24939,1538.64094,1552.56207,1553.28026,1531.00559,1539.26021,1544.75366,1550.42669,1545.13997,257.0,257.0
1524.09334,1524.66612,1530.24844,1538.64214,1552.56234,1553.28027,1531.00537,1539.2616,1544.75236,1550.42767,1545.13988,257.0,257.0
1524.09339,1524.66525,1530.24943,1538.64195,1552.56189,1553.28053,1531.00497,1539.26017,1544.75272,1550.42723,1545.14057,257.0,257.0
1524.0934,1524.66556,1530.24911,1538.64186,1552.56223,1553.28039,1531.0056,1539.26089,1544.75249,1550.42706,1545.14033,257.0,257.0
1524.09324,1524.66532,1530.24986,1538.64172,1552.56172,1553.2803,1531.00541,1539.26077,1544.7521,1550.42721,1545.13952,257.0,257.0
1524.09431,1524.6662,1530.24901,1538.64184,1552.56199,1553.28045,1531.00441,1539.26093,1544.75109,1550.42696,1545.14002,257.0,257.0
1524.09341,1524.66553,1530.24949,1538.64147,1552.56115,1553.27978,1531.00601,1539.26074,1544.75273,1550.42713,1545.14055,257.0,257.0
1524.09305,1524.66562,1530.24947,1538.64165,1552.5623,1553.28098,1531.00524,1539.26104,1544.75272,1550.42627,1545.14002,257.0,257.0
1524.09295,1524.6651,1530.25003,1538.64189,1552.56208,1553.28053,1531.00598,1539.26118,1544.75207,1550.4273,1545.13979,257.0,257.0
1524.09292,1524.66545,1530.2501,1538.64171,1552.56239,1553.28033,1531.00589,1539.26072,1544.75168,1550.42706,1545.14059,257.0,257.0
1524.09287,1524.66538,1530.2492,1538.64172,1552.56098,1553.2804,1531.00627,1539.26038,1544.75201,1550.42741,1545.13927,257.0,257.0
1524.09277,1524.6652,1530.24911,1538.64192,1552.56305,1553.28077,1531.0061,1539.26115,1544.75164,1550.42637,1545.1393,257.0,257.0
1524.09325,1524.66526,1530.2498,1538.64177,1552.56263,1553.28067,1531.00633,1539.26209,1544.75292,1550.42684,1545.14049,257.0,257.0
1524.09367,1524.66507,1530.25004,1538.64137,1552.56155,1553.27971,1531.00612,1539.26086,1544.75328,1550.42716,1545.13997,257.0,257.0
1524.09255,1524.66521,1530.24943,1538.64158,1552.56277,1553.28151,1531.0063,1539.26092,1544.7515,1550.42637,1545.1402,257.0,257.0
1524.09335,1524.66547,1530.24969,1538.64186,1552.56272,1553.2811,1531.00648,1539.26036,1544.75208,1550.42656,1545.14032,257.0,257.0
1524.09296,1524.66471,1530.24897,1538.64199,1552.56275,1553.28092,1531.00625,1539.26093,1544.75323,1550.42698,1545.13931,257.0,257.0
1524.0923,1524.66532,1530.24979,1538.64199,1552.56292,1553.28108,1531.00629,1539.26125,1544.75321,1550.42631,1545.13976,257.0,257.0
1524.09256,1524.66499,1530.24943,1538.64192,1552.56221,1553.28071,1531.00532,1539.26133,1544.75247,1550.42658,1545.13995,257.0,257.0
1524.09386,1524.66517,1530.24913,1538.64144,1552.56218,1553.27986,1531.00676,1539.26018,1544.75322,1550.42629,1545.14001,257.0,257.0
1524.0931,1524.66587,1530.24948,1538.64132,1552.56186,1553.28098,1531.00655,1539.26049,1544.75283,1550.42689,1545.13919,257.0,257.0
1524.0943,1524.66489,1530.2498,1538.64159,1552.56211,1553.28026,1531.00692,1539.2613,1544.75238,1550.42588,1545.1401,257.0,257.0
1524.0931,1524.66499,1530.24989,1538.64176,1552.56264,1553.27995,1531.00676,1539.25952,1544.75315,1550.42647,1545.13962,257.0,257.0
1524.09306,1524.66513,1530.24989,1538.64177,1552.56116,1553.28041,1531.00635,1539.26239,1544.75298,1550.42594,1545.14014,257.0,257.0
1524.0931,1524.66457,1530.24976,1538.64179,1552.56247,1553.28016,1531.00648,1539.26063,1544.75292,1550.42626,1545.14109,257.0,257.0
1524.09333,1524.66458,1530.25,1538.64223,1552.56268,1553.28035,1531.0073,1539.26085,1544.75266,1550.42668,1545.13997,257.0,257.0
1524.0925,1524.66434,1530.25014,1538.64144,1552.56209,1553.28022,1531.00726,1539.26119,1544.75338,1550.42595,1545.14074,257.0,257.0
1524.09337,1524.66429,1530.24989,1538.64133,1552.56187,1553.28032,1531.00704,1539.26039,1544.75239,1550.42544,1545.13928,257.0,257.0
1524.09332,1524.66419,1530.25106,1538.64145,1552.56222,1553.28034,1531.00714,1539.26089,1544.75326,1550.42547,1545.13997,257.0,257.0
1524.09313,1524.66462,1530.24986,1538.6412,1552.56222,1553.28084,1531.00715,1539.26105,1544.75229,1550.42666,1545.13987,257.0,257.0
1524.09217,1524.66383,1530.24993,1538.64186,1552.56218,1553.28068,1531.00722,1539.26083,1544.75202,1550.42563,1545.13924,257.0,257.0
1524.09359,1524.66428,1530.25024,1538.64208,1552.56162,1553.28026,1531.00699,1539.26164,1544.75203,1550.42618,1545.13995,257.0,257.0
1524.09349,1524.66417,1530.24978,1538.64129,1552.56115,1553.2801,1531.00694,1539.26101,1544.7524,1550.42668,1545.14027,257.0,257.0
1524.09363,1524.66422,1530.24996,1538.64133,1552.56294,1553.27988,1531.00712,1539.26051,1544.75325,1550.4266,1545.1404,257.0,257.0
1524.09259,1524.66358,1530.24991,1538.64185,1552.56202,1553.2796,1531.00723,1539.2611,1544.75233,1550.42572,1545.14035,257.0,257.0
1524.09333,1524.66414,1530.25012,1538.64286,1552.562,1553.27968,1531.00663,1539.26163,1544.75296,1550.42621,1545.13927,257.0,257.0
1524.09341,1524.66364,1530.24996,1538.64173,1552.5627,1553.27972,1531.00755,1539.2613,1544.75332,1550.42637,1545.14022,257.0,257.0
1524.09426,1524.66443,1530.24988,1538.64181,1552.56233,1553.27969,1531.00746,1539.26145,1544.75376,1550.42565,1545.14014,257.0,257.0
1524.09304,1524.66395,1530.25099,1538.64112,1552.56204,1553.28029,1531.0081,1539.26054,1544.75258,1550.42607,1545.13976,257.0,257.0
1524.09367,1524.6639,1530.24906,1538.64145,1552.56198,1553.28053,1531.00731,1539.26144,1544.75324,1550.426,1545.13973,257.0,257.0
1524.09256,1524.66403,1530.25,1538.64191,1552.56227,1553.2801,1531.00787,1539.26191,1544.75335,1550.42642,1545.13965,257.0,257.0
1524.09296,1524.66359,1530.24949,1538.64152,1552.56222,1553.28004,1531.00781,1539.26139,1544.75355,1550.42667,1545.13973,257.0,257.0
1524.09335,1524.66423,1530.2501,1538.64189,1552.56216,1553.27995,1531.00841,1539.26108,1544.75358,1550.42611,1545.14043,257.0,257.0
1524.09454,1524.66365,1530.25022,1538.64189,1552.56132,1553.28022,1531.00829,1539.26162,1544.75373,1550.42627,1545.14063,257.0,257.0
1524.09437,1524.66469,1530.25022,1538.64179,1552.56142,1553.27987,1531.00822,1539.26188,1544.75356,1550.42589,1545.14055,257.0,257.0
1524.094,1524.66347,1530.25052,1538.64202,1552.56145,1553.27982,1531.00852,1539.26135,1544.75402,1550.42556,1545.14096,257.0,257.0
1524.09424,1524.6635,1530.24901,1538.64194,1552.56158,1553.28048,1531.00868,1539.26207,1544.75344,1550.42622,1545.13994,257.0,257.0
1524.0939,1524.66445,1530.25032,1538.64224,1552.56184,1553.28093,1531.00831,1539.26209,1544.7537,1550.42537,1545.14027,257.0,257.0
1524.09331,1524.66287,1530.25004,1538.64128,1552.56149,1553.27981,1531.00786,1539.26121,1544.75226,1550.42613,1545.13991,257.0,257.0
1524.09397,1524.66443,1530.24999,1538.64144,1552.56131,1553.27951,1531.00753,1539.26252,1544.75308,1550.42658,1545.13966,257.0,257.0
1524.09365,1524.66368,1530.25008,1538.64194,1552.56151,1553.27938,1531.00832,1539.26121,1544.75185,1550.42553,1545.14005,257.0,257.0
1524.09363,1524.66388,1530.2502,1538.64217,1552.56147,1553.27948,1531.00805,1539.26264,1544.75294,1550.42545,1545.1399,257.0,257.0
1524.0928,1524.66318,1530.25002,1538.64187,1552.56158,1553.27975,1531.00689,1539.26103,1544.75301,1550.42553,1545.1408,257.0,257.0
1524.09329,1524.66381,1530.25009,1538.64117,1552.5613,1553.27983,1531.00803,1539.2613,1544.75169,1550.42575,1545.13945,257.0,257.0
1524.0929,1524.66359,1530.25029,1538.64185,1552.56149,1553.2796,1531.00839,1539.26188,1544.75342,1550.42602,1545.13971,257.0,257.0
1524.09326,1524.66343,1530.25015,1538.64273,1552.56136,1553.27982,1531.00863,1539.26168,1544.75288,1550.42573,1545.14008,257.0,257.0
1524.09329,1524.66354,1530.25045,1538.64206,1552.56142,1553.27983,1531.0087,1539.26163,1544.75336,1550.42608,1545.13991,257.0,257.0
1524.09335,1524.66424,1530.25105,1538.64156,1552.56096,1553.27955,1531.0087,1539.2619,1544.75269,1550.42555,1545.13955,257.0,257.0
1524.09268,1524.6626,1530.25001,1538.64159,1552.56099,1553.27916,1531.00809,1539.26189,1544.75332,1550.42555,1545.13998,257.0,257.0
1524.09363,1524.66354,1530.25089,1538.64214,1552.5616,1553.27944,1531.0084,1539.26185,1544.7538,1550.4254,1545.1401,257.0,257.0
1524.09361,1524.66317,1530.2507,1538.64162,1552.56107,1553.27986,1531.00777,1539.26164,1544.75283,1550.42602,1545.14005,257.0,257.0
1524.09345,1524.6635,1530.25009,1538.64178,1552.56144,1553.28019,1531.00873,1539.26159,1544.7535,1550.42589,1545.13996,257.0,257.0
1524.09391,1524.66317,1530.24879,1538.64169,1552.56106,1553.27959,1531.00845,1539.26113,1544.75318,1550.42567,1545.13948,257.0,257.0
1524.09321,1524.66321,1530.25042,1538.6416,1552.56165,1553.27993,1531.00786,1539.26113,1544.75377,1550.42669,1545.1401,257.0,257.0
1524.09302,1524.66352,1530.25078,1538.64255,1552.56122,1553.28022,1531.00888,1539.26108,1544.7526,1550.42557,1545.13926,257.0,257.0
1524.09379,1524.66361,1530.25019,1538.6416,1552.56081,1553.27973,1531.00891,1539.26145,1544.75263,1550.42549,1545.13944,257.0,257.0
1524.09379,1524.66334,1530.25005,1538.64198,1552.56163,1553.28,1531.00884,1539.26098,1544.7533,1550.42542,1545.14043,257.0,257.0
1524.09304,1524.66298,1530.25056,1538.64196,1552.56222,1553.27998,1531.00883,1539.2617,1544.75199,1550.42529,1545.13966,257.0,257.0
1524.09294,1524.66272,1530.25079,1538.64155,1552.56117,1553.28048,1531.00884,1539.2618,1544.75247,1550.42563,1545.1402,257.0,257.0
1524.0937,1524.66283,1530.2499,1538.64208,1552.56153,1553.28008,1531.009,1539.26211,1544.7527,1550.42525,1545.13945,257.0,257.0
1524.09248,1524.66196,1530.25047,1538.64218,1552.56138,1553.28008,1531.00918,1539.26179,1544.75292,1550.42566,1545.1396,257.0,257.0
1524.0929,1524.66268,1530.25043,1538.64202,1552.5616,1553.28032,1531.0089,1539.26172,1544.75255,1550.4256,1545.14015,257.0,257.0
1524.09332,1524.66265,1530.24942,1538.64184,1552.56097,1553.27998,1531.00938,1539.26187,1544.75342,1550.42583,1545.14046,257.0,257.0
1524.09257,1524.66262,1530.25091,1538.64159,1552.56167,1553.28074,1531.00975,1539.26195,1544.75289,1550.42648,1545.13999,257.0,257.0
1524.09292,1524.66334,1530.25051,1538.64175,1552.56164,1553.28002,1531.00944,1539.262,1544.75424,1550.42495,1545.13989,257.0,257.0
1524.0926,1524.66245,1530.25022,1538.64165,1552.56116,1553.28007,1531.00952,1539.26075,1544.75215,1550.42608,1545.13968,257.0,257.0
1524.09264,1524.66325,1530.2501,1538.6414,1552.56149,1553.2803,1531.00893,1539.26185,1544.75315,1550.42536,1545.14087,257.0,257.0
1524.09224,1524.66237,1530.2498,1538.64253,1552.56154,1553.28023,1531.00893,1539.26242,1544.75319,1550.42561,1545.14007,257.0,257.0
1524.0926,1524.66221,1530.25031,1538.6419,1552.56099,1553.28014,1531.00947,1539.26197,1544.75271,1550.4249,1545.13939,257.0,257.0
1524.09294,1524.66229,1530.24978,1538.64213,1552.56145,1553.28021,1531.00979,1539.26122,1544.75223,1550.42542,1545.13982,257.0,257.0
1524.09289,1524.66244,1530.25044,1538.64163,1552.56136,1553.28025,1531.00968,1539.26251,1544.75236,1550.42578,1545.1393,257.0,257.0
1524.09259,1524.66271,1530.24975,1538.64196,1552.56137,1553.28018,1531.00913,1539.26181,1544.75292,1550.42598,1545.13991,257.0,257.0
1524.09306,1524.66231,1530.24988,1538.64176,1552.56113,1553.28047,1531.00897,1539.26124,1544.75403,1550.42536,1545.14013,257.0,257.0
1524.09346,1524.66282,1530.25009,1538.64159,1552.56194,1553.28086,1531.00995,1539.26261,1544.75373,1550.42527,1545.14054,257.0,257.0
1524.09274,1524.66253,1530.25028,1538.64219,1552.56124,1553.28039,1531.00951,1539.26237,1544.7536,1550.42551,1545.13957,257.0,257.0
1524.09335,1524.66272,1530.24997,1538.64114,1552.56198,1553.28041,1531.00957,1539.26202,1544.75467,1550.42527,1545.14064,257.0,257.0
1524.09304,1524.6618,1530.25,1538.64168,1552.56142,1553.28067,1531.00929,1539.26216,1544.75299,1550.42425,1545.13965,257.0,257.0
1524.09349,1524.66197,1530.25092,1538.64208,1552.5618,1553.28019,1531.00935,1539.26199,1544.7538,1550.42504,1545.13963,257.0,257.0
1524.09239,1524.66174,1530.25048,1538.64188,1552.56167,1553.28049,1531.00958,1539.2623,1544.75322,1550.42495,1545.14042,257.0,257.0
1524.0931,1524.66247,1530.25092,1538.64207,1552.56148,1553.28047,1531.0093,1539.26142,1544.75338,1550.42508,1545.13917,257.0,257.0
1524.09344,1524.66263,1530.25076,1538.64217,1552.56216,1553.28033,1531.01022,1539.26204,1544.75336,1550.4254,1545.13976,257.0,257.0
1524.09363,1524.66184,1530.25088,1538.64215,1552.56113,1553.28026,1531.00964,1539.26162,1544.75348,1550.42623,1545.14035,257.0,257.0
1524.09275,1524.66194,1530.25032,1538.64184,1552.56167,1553.28074,1531.00975,1539.26176,1544.75342,1550.42563,1545.13923,257.0,257.0
1524.0935,1524.66228,1530.25052,1538.64207,1552.5615,1553.28022,1531.00994,1539.26257,1544.75327,1550.42555,1545.13947,257.0,257.0
1524.09287,1524.66173,1530.25075,1538.64238,1552.5616,1553.28058,1531.01102,1539.2629,1544.75395,1550.42608,1545.14046,257.0,257.0
1524.09315,1524.6617,1530.25037,1538.64215,1552.56164,1553.27938,1531.01011,1539.26239,1544.75374,1550.42609,1545.14024,257.0,257.0
1524.09318,1524.66185,1530.25033,1538.64139,1552.56153,1553.28098,1531.0097,1539.2621,1544.75316,1550.42514,1545.14018,257.0,257.0
1524.09297,1524.66244,1530.25048,1538.6415,1552.56084,1553.28024,1531.0097,1539.26188,1544.75265,1550.42507,1545.13946,257.0,257.0
1524.09323,1524.66242,1530.24991,1538.64185,1552.56093,1553.27996,1531.0103,1539.26176,1544.75301,1550.42577,1545.13962,257.0,257.0
1524.09288,1524.66163,1530.25025,1538.6422,1552.56153,1553.28009,1531.01001,1539.26263,1544.75339,1550.42475,1545.1404,257.0,257.0
1524.09352,1524.66216,1530.25033,1538.64235,1552.56169,1553.2804,1531.01014,1539.26189,1544.7534,1550.42572,1545.14053,257.0,257.0
1524.09328,1524.66173,1530.24999,1538.64233,1552.56176,1553.28039,1531.01042,1539.26309,1544.75426,1550.42532,1545.13915,257.0,257.0
1524.09324,1524.66158,1530.25013,1538.64254,1552.56117,1553.28013,1531.01027,1539.26181,1544.75406,1550.42466,1545.14007,257.0,257.0
1524.09232,1524.6609,1530.25016,1538.64208,1552.56124,1553.28044,1531.01045,1539.26235,1544.75392,1550.42529,1545.14,257.0,257.0
1524.09378,1524.66179,1530.25062,1538.64199,1552.5612,1553.27993,1531.01047,1539.26229,1544.75371,1550.42461,1545.14044,257.0,257.0
1524.09326,1524.6617,1530.25038,1538.64235,1552.56143,1553.28073,1531.01091,1539.26278,1544.7537,1550.42544,1545.14069,257.0,257.0
1524.09345,1524.66141,1530.24972,1538.64209,1552.56136,1553.28096,1531.01069,1539.26252,1544.75354,1550.42544,1545.14115,257.0,257.0
